B021,R228,00-00-02,AVENUE J,BQ,BMT,04/28/2017,00:00:00,REGULAR,9445369,4626713
B021,R228,00-00-03,AVENUE J,BQ,BMT,04/28/2017,00:00:00,REGULAR,1602401,344204
B021,R228,00-00-04,AVENUE J,BQ,BMT,04/28/2017,00:00:00,REGULAR,5833459,3810371
B021,R228,00-03-00,AVENUE J,BQ,BMT,04/28/2017,00:00:00,REGULAR,16785439,16830316
B021,R228,00-03-01,AVENUE J,BQ,BMT,04/28/2017,00:00:00,REGULAR,39141,42590
B021,R228,00-03-02,AVENUE J,BQ,BMT,04/28/2017,00:00:00,REGULAR,122134,87644
B021,R228,00-04-00,AVENUE J,BQ,BMT,04/28/2017,00:00:00,REGULAR,296,0
B021,R228,00-04-01,AVENUE J,BQ,BMT,04/28/2017,00:00:00,REGULAR,10,119
B021,R228,00-05-00,AVENUE J,BQ,BMT,04/28/2017,00:00:00,REGULAR,37016,14434
B021,R228,00-05-01,AVENUE J,BQ,BMT,04/28/2017,00:00:00,REGULAR,630087,236296
B021,R228,00-05-02,AVENUE J,BQ,BMT,04/28/2017,00:00:00,REGULAR,1216874,634438
B022,R229,00-00-00,AVENUE M,BQ,BMT,04/28/2017,00:00:00,REGULAR,789185,1090392
B022,R229,00-00-01,AVENUE M,BQ,BMT,04/28/2017,00:00:00,REGULAR,1602305,542862
B022,R229,00-00-02,AVENUE M,BQ,BMT,04/28/2017,00:00:00,REGULAR,1537820,244223
B022,R229,00-00-03,AVENUE M,BQ,BMT,04/28/2017,00:00:00,REGULAR,2060916,457393
B022,R229,00-00-04,AVENUE M,BQ,BMT,04/28/2017,00:00:00,REGULAR,2466018,976190
B022,R229,00-03-00,AVENUE M,BQ,BMT,04/28/2017,00:00:00,REGULAR,338,0
B022,R229,00-03-01,AVENUE M,BQ,BMT,04/28/2017,00:00:00,REGULAR,100663296,117
B022,R229,00-05-00,AVENUE M,BQ,BMT,04/28/2017,00:00:00,REGULAR,60702,52072
B022,R229,00-05-01,AVENUE M,BQ,BMT,04/28/2017,00:00:00,REGULAR,601682,334659
B022,R229,00-05-02,AVENUE M,BQ,BMT,04/28/2017,00:00:00,REGULAR,8858698,4633575
B023,R211,01-05-00,KINGS HWY,BQ,BMT,04/28/2017,00:00:00,REGULAR,630,0
B023,R211,01-05-01,KINGS HWY,BQ,BMT,04/28/2017,00:00:00,REGULAR,0,522
B023,R211,01-06-00,KINGS HWY,BQ,BMT,04/28/2017,00:00:00,REGULAR,2555992,1584142
B023,R211,01-06-01,KINGS HWY,BQ,BMT,04/28/2017,00:00:00,REGULAR,6344301,4056403
B023,R211,01-06-02,KINGS HWY,BQ,BMT,04/28/2017,00:00:00,REGULAR,5128495,3546136
B024,R211,00-00-00,KINGS HWY,BQ,BMT,04/28/2017,00:00:00,REGULAR,14859431,9847491
B024,R211,00-00-01,KINGS HWY,BQ,BMT,04/28/2017,00:00:00,REGULAR,13632895,10180120
B024,R211,00-00-02,KINGS HWY,BQ,BMT,04/28/2017,00:00:00,REGULAR,1979623,1830953
B024,R211,00-00-03,KINGS HWY,BQ,BMT,04/28/2017,00:00:00,REGULAR,639482,1356948
B024,R211,00-05-00,KINGS HWY,BQ,BMT,04/28/2017,00:00:00,REGULAR,553648639,469762048
B024,R211,00-05-01,KINGS HWY,BQ,BMT,04/28/2017,00:00:00,REGULAR,229572623,763625380
B024A,R211,02-00-00,KINGS HWY,BQ,BMT,04/28/2017,00:00:00,REGULAR,595616,632943
B024A,R211,02-00-01,KINGS HWY,BQ,BMT,04/28/2017,00:00:00,REGULAR,1285933,1777207
B024A,R211,02-00-02,KINGS HWY,BQ,BMT,04/28/2017,00:00:00,REGULAR,2901424,3928337
B024A,R211,02-00-03,KINGS HWY,BQ,BMT,04/28/2017,00:00:00,REGULAR,297086,408515
B024A,R211,02-00-04,KINGS HWY,BQ,BMT,04/28/2017,00:00:00,REGULAR,2332782,1914115
B026,R230,00-00-00,NECK RD,BQ,BMT,04/28/2017,00:00:00,REGULAR,308766,324960
B026,R230,00-00-01,NECK RD,BQ,BMT,04/28/2017,00:00:00,REGULAR,971427,272907
B026,R230,00-00-02,NECK RD,BQ,BMT,04/28/2017,00:00:00,REGULAR,7044952,683846
B026,R230,00-00-03,NECK RD,BQ,BMT,04/28/2017,00:00:00,REGULAR,1293746,205127
B026,R230,00-05-00,NECK RD,BQ,BMT,04/28/2017,00:00:00,REGULAR,431,0
B026,R230,00-05-01,NECK RD,BQ,BMT,04/28/2017,00:00:00,REGULAR,100663296,234
B026,R230,00-06-00,NECK RD,BQ,BMT,04/28/2017,00:00:00,REGULAR,67421462,16799213
B029,R172,00-00-00,BRIGHTON BEACH,BQ,BMT,04/28/2017,00:00:00,REGULAR,12401713,9464806
B029,R172,00-00-01,BRIGHTON BEACH,BQ,BMT,04/28/2017,00:00:00,REGULAR,13554,5431
B029,R172,00-00-02,BRIGHTON BEACH,BQ,BMT,04/28/2017,00:00:00,REGULAR,7540174,4097773
B029,R172,00-00-03,BRIGHTON BEACH,BQ,BMT,04/28/2017,00:00:00,REGULAR,9989154,5800761
B029,R172,00-00-04,BRIGHTON BEACH,BQ,BMT,04/28/2017,00:00:00,REGULAR,13621139,12052559
B031,R172,01-00-00,BRIGHTON BEACH,BQ,BMT,04/28/2017,00:00:00,REGULAR,5778707,7545490
